CountryCode,SeriesCode,DESCRIPTION
IND,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
IND,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
IND,SP.DYN.CBRT.IN,"Data sources : United Nations Population and Vital Statistics Report, Sample Registration System, United Nations World Population Prospects"
IND,SP.DYN.CDRT.IN,"Data sources : United Nations Population and Vital Statistics Report, Sample Registration System, United Nations World Population Prospects"
IND,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
IND,SP.DYN.LE00.IN,Derived using male and female life expectancy
IND,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
IND,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
IND,SP.POP.GROW,Data sources: United Nations World Population Prospects
IND,SP.POP.TOTL,Data sources: United Nations World Population Prospects
IRL,SM.POP.NETM,Data sources : United Nations World Population Prospects
IRL,SM.POP.REFG,UNHCR estimates based on the arrival of refugees and asylum-seeker recognition over a 10-year period ending with the reporting year. The source and method of estimation prior to 1999 is unclear.
IRL,SM.POP.TOTL,Estimates are derived from data on foreign-born population.
IRL,SP.DYN.AMRT.FE,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
IRL,SP.DYN.AMRT.MA,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
IRL,SP.DYN.CBRT.IN,Data sources : Eurostat
IRL,SP.DYN.CDRT.IN,Data sources : Eurostat
IRL,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, United Nations World Population Prospects"
IRL,SP.DYN.LE00.IN,Derived using male and female life expectancy
IRL,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, United Nations World Population Prospects"
IRL,SP.DYN.TFRT.IN,Data sources : Eurostat
IRL,SP.POP.GROW,"Data sources: Eurostat, Council of Europe"
IRL,SP.POP.TOTL,"Data sources: Eurostat, Council of Europe"
IRN,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2011 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2011 is based on Central Bank data. Fiscal year-end for external debt data is March.
IRN,SH.XPD.EXTR.ZS,Exchange rate changed in 2002 from multiple to a managed floating exchange rate. Inter-bank market rate used prior to 2002.
IRN,SH.XPD.OOPC.TO.ZS,Exchange rate changed in 2002 from multiple to a managed floating exchange rate. Inter-bank market rate used prior to 2002.
IRN,SH.XPD.OOPC.ZS,Exchange rate changed in 2002 from multiple to a managed floating exchange rate. Inter-bank market rate used prior to 2002.
IRN,SH.XPD.PCAP,Exchange rate changed in 2002 from multiple to a managed floating exchange rate. Inter-bank market rate used prior to 2002.
IRN,SH.XPD.PCAP.PP.KD,Exchange rate changed in 2002 from multiple to a managed floating exchange rate. Inter-bank market rate used prior to 2002.
IRN,SH.XPD.PRIV.ZS,Exchange rate changed in 2002 from multiple to a managed floating exchange rate. Inter-bank market rate used prior to 2002.
IRN,SH.XPD.PUBL,Exchange rate changed in 2002 from multiple to a managed floating exchange rate. Inter-bank market rate used prior to 2002.
IRN,SH.XPD.PUBL.GX.ZS,Exchange rate changed in 2002 from multiple to a managed floating exchange rate. Inter-bank market rate used prior to 2002.
IRN,SH.XPD.PUBL.ZS,Exchange rate changed in 2002 from multiple to a managed floating exchange rate. Inter-bank market rate used prior to 2002.
IRN,SH.XPD.TOTL.ZS,Exchange rate changed in 2002 from multiple to a managed floating exchange rate. Inter-bank market rate used prior to 2002.
IRN,SM.POP.NETM,Data sources : United Nations World Population Prospects
IRN,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates.
IRN,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
IRN,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
IRN,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
IRN,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
IRN,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
IRN,SP.DYN.LE00.IN,Derived using male and female life expectancy
IRN,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
IRN,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
IRN,SP.POP.GROW,Data sources: United Nations World Population Prospects
IRN,SP.POP.TOTL,Data sources: United Nations World Population Prospects
IRQ,SH.XPD.EXTR.ZS,Some estimates should be viewed with caution as these are derived from scarce data. The estimates do not include expenditures for Northern Iraq.
IRQ,SH.XPD.OOPC.TO.ZS,Some estimates should be viewed with caution as these are derived from scarce data. The estimates do not include expenditures for Northern Iraq.
IRQ,SH.XPD.OOPC.ZS,Some estimates should be viewed with caution as these are derived from scarce data. The estimates do not include expenditures for Northern Iraq.
IRQ,SH.XPD.PCAP,Some estimates should be viewed with caution as these are derived from scarce data. The estimates do not include expenditures for Northern Iraq.
IRQ,SH.XPD.PCAP.PP.KD,Some estimates should be viewed with caution as these are derived from scarce data. The estimates do not include expenditures for Northern Iraq.
IRQ,SH.XPD.PRIV.ZS,Some estimates should be viewed with caution as these are derived from scarce data. The estimates do not include expenditures for Northern Iraq.
IRQ,SH.XPD.PUBL,Some estimates should be viewed with caution as these are derived from scarce data. The estimates do not include expenditures for Northern Iraq.
IRQ,SH.XPD.PUBL.GX.ZS,Some estimates should be viewed with caution as these are derived from scarce data. The estimates do not include expenditures for Northern Iraq.
IRQ,SH.XPD.PUBL.ZS,Some estimates should be viewed with caution as these are derived from scarce data. The estimates do not include expenditures for Northern Iraq.
IRQ,SH.XPD.TOTL.ZS,Some estimates should be viewed with caution as these are derived from scarce data. The estimates do not include expenditures for Northern Iraq.
IRQ,SM.POP.NETM,Data sources : United Nations World Population Prospects
IRQ,SM.POP.REFG,"The decrease in the refugee population in 2003 is primarily due to the de-registration of some 77,000 Palestinian refugees."
IRQ,SM.POP.TOTL,Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates.
IRQ,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
IRQ,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
IRQ,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
IRQ,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
IRQ,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
IRQ,SP.DYN.LE00.IN,Derived using male and female life expectancy
IRQ,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
IRQ,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
IRQ,SP.POP.GROW,"Data sources: United Nations World Population Prospects, UNHCR. Adjusted with Syrian refugees 2011 onwards."
IRQ,SP.POP.TOTL,"Data sources: United Nations World Population Prospects, UNHCR. Adjusted with Syrian refugees 2011 onwards."
ISL,SM.POP.NETM,Data sources : United Nations World Population Prospects
ISL,SM.POP.REFG,UNHCR estimates based on the arrival of refugees and asylum-seeker recognition over a 10-year period ending with the reporting year. The source and method of estimation prior to 1999 is unclear.
ISL,SM.POP.TOTL,Estimates are derived from data on foreign-born population.
ISL,SP.DYN.AMRT.FE,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
ISL,SP.DYN.AMRT.MA,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
ISL,SP.DYN.CBRT.IN,Data sources : Eurostat
ISL,SP.DYN.CDRT.IN,Data sources : Eurostat
ISL,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, United Nations World Population Prospects"
ISL,SP.DYN.LE00.IN,Derived using male and female life expectancy
ISL,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, United Nations World Population Prospects"
ISL,SP.DYN.TFRT.IN,Data sources : Eurostat
ISL,SP.POP.GROW,"Data sources: Eurostat, Statistics Iceland, Council of Europe, United Nations Population and Vital Statistics Report"
ISL,SP.POP.TOTL,"Data sources: Eurostat, Statistics Iceland, Council of Europe, United Nations Population and Vital Statistics Report"
ISR,SM.POP.NETM,Data sources : United Nations World Population Prospects
ISR,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates.
ISR,SP.DYN.AMRT.FE,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
ISR,SP.DYN.AMRT.MA,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
ISR,SP.DYN.CBRT.IN,Data sources : Central Bureau of Statistics
ISR,SP.DYN.CDRT.IN,Data sources : Central Bureau of Statistics
ISR,SP.DYN.LE00.FE.IN,Data sources : Central Bureau of Statistics
ISR,SP.DYN.LE00.IN,Derived using male and female life expectancy
ISR,SP.DYN.LE00.MA.IN,Data sources : Central Bureau of Statistics
ISR,SP.DYN.TFRT.IN,Data sources : Central Bureau of Statistics
ISR,SP.POP.GROW,Data sources: Central bureau of Statistics
ISR,SP.POP.TOTL,Data sources: Central Bureau of Statistics
ITA,SM.POP.NETM,Data sources : United Nations World Population Prospects
ITA,SM.POP.REFG,UNHCR estimates based on asylum-seeker recognition over a 10-year period ending with the reporting year. Official annual estimates of the population granted temporary protection have been included.
ITA,SM.POP.TOTL,Estimates are derived from data on foreign-born population.
ITA,SP.DYN.AMRT.FE,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
ITA,SP.DYN.AMRT.MA,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
ITA,SP.DYN.CBRT.IN,Data sources : Eurostat
ITA,SP.DYN.CDRT.IN,Data sources : Eurostat
ITA,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, INED"
ITA,SP.DYN.LE00.IN,Derived using male and female life expectancy
ITA,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, INED"
ITA,SP.DYN.TFRT.IN,"Data sources : Eurostat, INED"
ITA,SP.POP.GROW,"Data sources: Eurostat, Council of Europe"
ITA,SP.POP.TOTL,"Data sources: Eurostat, Council of Europe"
JAM,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2011 are based on reports provided by the country. Short-term debt for 2011 is based on data from the BIS.
JAM,NE.CON.PRVT.PP.CD,Estimates are based on regression.
JAM,NE.CON.PRVT.PP.KD,Estimates are based on regression.
JAM,NY.GDP.MKTP.PP.CD,Estimates are based on regression.
JAM,NY.GDP.MKTP.PP.KD,Estimates are based on regression.
JAM,NY.GDP.PCAP.PP.CD,Estimates are based on regression.
JAM,NY.GDP.PCAP.PP.KD,Estimates are based on regression.
JAM,NY.GNP.MKTP.PP.CD,Estimates are based on regression.
JAM,NY.GNP.MKTP.PP.KD,Estimates are based on regression.
JAM,NY.GNP.PCAP.PP.CD,Estimates are based on regression.
JAM,NY.GNP.PCAP.PP.KD,Estimates are based on regression.
JAM,PA.NUS.PPP,Estimates are based on regression.
JAM,PA.NUS.PPPC.RF,Estimates are based on regression.
JAM,PA.NUS.PRVT.PP,Estimates are based on regression.
JAM,SM.POP.NETM,Data sources : United Nations World Population Prospects
JAM,SM.POP.TOTL,Estimates are derived from data on foreign-born population.
JAM,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
JAM,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
JAM,SP.DYN.CBRT.IN,Data sources : Statistical Institute of Jamaica
JAM,SP.DYN.CDRT.IN,Data sources : Statistical Institute of Jamaica
JAM,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
JAM,SP.DYN.LE00.IN,Derived using male and female life expectancy
JAM,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
JAM,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
JAM,SP.POP.GROW,Data sources: Statistical Institute of Jamaica
JAM,SP.POP.TOTL,Data sources: Statistical Institute of Jamaica
JOR,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2011 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2011 are sourced by the Quarterly External Debt Statistics database (www.worldbank.org/qeds). Short-term debt for 2011 is based on data from the BIS.
JOR,SM.POP.NETM,Data sources : United Nations World Population Prospects
JOR,SM.POP.TOTL,Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. The estimates for Jordan include Palestinian refugees registered by UNRWA.
JOR,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
JOR,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
JOR,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
JOR,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
JOR,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
JOR,SP.DYN.LE00.IN,Derived using male and female life expectancy
JOR,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
JOR,SP.DYN.TFRT.IN,"Data sources : DHS 2007, DHS 2009, United Nations World Population Prospects"
JOR,SP.POP.GROW,"Data sources: Department of Statistics, Jordan; 1994 Census"
JOR,SP.POP.TOTL,"Data sources: Department of Statistics, Jordan; 1994 Census"
JPN,SM.POP.NETM,Data sources : United Nations World Population Prospects
JPN,SM.POP.TOTL,Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside.
JPN,SP.DYN.AMRT.FE,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
JPN,SP.DYN.AMRT.MA,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
JPN,SP.DYN.CBRT.IN,"Data sources : Ministry of Internal Affairs and Communications, Statistics Bureau; United Nations Population and Vital Statistics Report"
JPN,SP.DYN.CDRT.IN,"Data sources : Ministry of Internal Affairs and Communications, Statistics Bureau; United Nations Population and Vital Statistics Report"
JPN,SP.DYN.LE00.FE.IN,"Data sources : Ministry of Internal Affairs and Communications, Statistics Bureau"
JPN,SP.DYN.LE00.IN,Derived using male and female life expectancy
JPN,SP.DYN.LE00.MA.IN,"Data sources : Ministry of Internal Affairs and Communications, Statistics Bureau"
JPN,SP.DYN.TFRT.IN,"Data sources : Ministry of Internal Affairs and Communications, Statistics Bureau"
JPN,SP.POP.GROW,"Data sources: Ministry of Internal Affairs and Communications, Statistics Bureau; United Nations Population and Vital Statistics Report"
JPN,SP.POP.TOTL,"Data sources: Ministry of Internal Affairs and Communications, Statistics Bureau; United Nations Population and Vital Statistics Report"
KAZ,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2011 are based on reports provided by the country. Short-term debt data for 2011 are sourced by the Quarterly External Debt Statistics database (www.worldbank.org/qeds).
KAZ,SH.XPD.PCAP,Changes for per capita values are due to fluctuations in the US$ exchange rates.
KAZ,SM.POP.NETM,Data sources : United Nations World Population Prospects
KAZ,SM.POP.TOTL,Estimates are derived from data on foreign-born population.
KAZ,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
KAZ,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
KAZ,SP.DYN.CBRT.IN,"Data sources : Statistical Agency of Kazakhstan, United Nations World Population Prospects"
KAZ,SP.DYN.CDRT.IN,"Data sources : Statistical Agency of Kazakhstan, United Nations World Population Prospects"
KAZ,SP.DYN.LE00.FE.IN,"Data sources : Statistical Agency of Kazakhstan, United Nations World Population Prospects"
KAZ,SP.DYN.LE00.IN,Derived using male and female life expectancy
KAZ,SP.DYN.LE00.MA.IN,"Data sources : Statistical Agency of Kazakhstan, United Nations World Population Prospects"
KAZ,SP.DYN.TFRT.IN,"Data sources : Statistical Agency of Kazakhstan, TransMONEE, United Nations World Population Prospects"
KAZ,SP.POP.GROW,"Data sources: Statistical Agency of Kazakhstan, 1979 Census, 1989 Census, United Nations World Population Prospects"
KAZ,SP.POP.TOTL,"Data sources: Statistical Agency of Kazakhstan, 1979 Census, 1989 Census, United Nations World Population Prospects"
KEN,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2011 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2011 is based on data from the BIS.
KEN,SG.GEN.PARL.ZS,Situation for 1 January 2008 for directly elected members endorsed by the electoral commission. The additional twelve appointed seats and two ex-officio seats had yet to be filled.
KEN,SM.POP.NETM,Data sources : United Nations World Population Prospects
KEN,SM.POP.TOTL,Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates.
KEN,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
KEN,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
KEN,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
KEN,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
KEN,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
KEN,SP.DYN.LE00.IN,Derived using male and female life expectancy
KEN,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
KEN,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
KEN,SP.POP.GROW,Data sources: United Nations World Population Prospects
KEN,SP.POP.TOTL,Data sources: United Nations World Population Prospects
KGZ,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2011 are based on reports provided by the country. Long-term private nonguaranteed and short-term debt data for 2011 are sourced by the Quarterly External Debt Statistics database (www.worldbank.org/qeds).
KGZ,SH.XPD.PCAP,Changes for per capita values are due to fluctuations in the US$ exchange rates.
KGZ,SM.POP.NETM,Data sources : United Nations World Population Prospects
KGZ,SM.POP.TOTL,Estimates are derived from data on foreign-born population.
KGZ,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
KGZ,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
KGZ,SP.DYN.CBRT.IN,"Data sources : National Statistics Committee, United Nations World Population Prospects"
KGZ,SP.DYN.CDRT.IN,"Data sources : National Statistics Committee, United Nations World Population Prospects"
KGZ,SP.DYN.LE00.FE.IN,"Data sources : National Statistics Committee, United Nations World Population Prospects"
KGZ,SP.DYN.LE00.IN,Derived using male and female life expectancy
KGZ,SP.DYN.LE00.MA.IN,"Data sources : National Statistics Committee, United Nations World Population Prospects"
KGZ,SP.DYN.TFRT.IN,"Data sources : TransMONEE, United Nations World Population Prospects"
KGZ,SP.POP.GROW,"Data sources: National Statistical Committee, United Nations World Population Prospects"
KGZ,SP.POP.TOTL,"Data sources: National Statistical Committee, United Nations World Population Prospects"
KHM,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2011 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2011 is based on data from the BIS. Data include MDRI debt relief.
KHM,SM.POP.NETM,Data sources : United Nations World Population Prospects
KHM,SM.POP.TOTL,Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside.
KHM,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
KHM,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
KHM,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
KHM,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
KHM,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
KHM,SP.DYN.LE00.IN,Derived using male and female life expectancy
KHM,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
KHM,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
KHM,SP.POP.GROW,Data sources: United Nations World Population Prospects
KHM,SP.POP.TOTL,Data sources: United Nations World Population Prospects
KIR,NE.CON.PRVT.PP.CD,Estimates are based on regression.
KIR,NE.CON.PRVT.PP.KD,Estimates are based on regression.
KIR,NY.GDP.MKTP.PP.CD,Estimates are based on regression.
KIR,NY.GDP.MKTP.PP.KD,Estimates are based on regression.
KIR,NY.GDP.PCAP.PP.CD,Estimates are based on regression.
KIR,NY.GDP.PCAP.PP.KD,Estimates are based on regression.
KIR,NY.GNP.MKTP.PP.CD,Estimates are based on regression.
KIR,NY.GNP.MKTP.PP.KD,Estimates are based on regression.
KIR,NY.GNP.PCAP.PP.CD,Estimates are based on regression.
KIR,NY.GNP.PCAP.PP.KD,Estimates are based on regression.
KIR,PA.NUS.PPP,Estimates are based on regression.
KIR,PA.NUS.PPPC.RF,Estimates are based on regression.
KIR,PA.NUS.PRVT.PP,Estimates are based on regression.
KIR,SM.POP.TOTL,Estimates are derived from data on foreign-born population.
KIR,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
KIR,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
KIR,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
KIR,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
KIR,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
KIR,SP.DYN.LE00.IN,Derived using male and female life expectancy
KIR,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
KIR,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
KIR,SP.POP.GROW,Data sources: United Nations World Population Prospects
KIR,SP.POP.TOTL,Data sources: United Nations World Population Prospects
KNA,DT.DOD.DECT.CD,Data on long-term public and publicly guaranteed debt for 2010 are based on reports provided by the country. Data on long-term private nonguaranteed debt and short-term debt are not available.
KNA,NE.CON.PRVT.PP.CD,Estimates are based on regression.
KNA,NE.CON.PRVT.PP.KD,Estimates are based on regression.
KNA,NY.GDP.MKTP.PP.CD,Estimates are based on regression.
KNA,NY.GDP.MKTP.PP.KD,Estimates are based on regression.
KNA,NY.GDP.PCAP.PP.CD,Estimates are based on regression.
KNA,NY.GDP.PCAP.PP.KD,Estimates are based on regression.
KNA,NY.GNP.MKTP.PP.CD,Estimates are based on regression.
KNA,NY.GNP.MKTP.PP.KD,Estimates are based on regression.
KNA,NY.GNP.PCAP.PP.CD,Estimates are based on regression.
KNA,NY.GNP.PCAP.PP.KD,Estimates are based on regression.
KNA,PA.NUS.PPP,Estimates are based on regression.
KNA,PA.NUS.PPPC.RF,Estimates are based on regression.
KNA,PA.NUS.PRVT.PP,Estimates are based on regression.
KNA,SM.POP.TOTL,"Estimates are derived from data on foreign-born population. For the purpose of estimation, estimates for Anguilla and for Saint Kitts and Nevis are derived and reported separately."
KNA,SP.DYN.AMRT.FE,Data source : World Bank estimate
KNA,SP.DYN.AMRT.MA,Data source : World Bank estimate
KNA,SP.DYN.CBRT.IN,Data sources : United Nations Population and Vital Statistics Report
KNA,SP.DYN.CDRT.IN,Data sources : United Nations Population and Vital Statistics Report
KNA,SP.DYN.LE00.FE.IN,Data sources : United Nations Population and Vital Statistics Report
KNA,SP.DYN.LE00.IN,Derived using male and female life expectancy
KNA,SP.DYN.LE00.MA.IN,Data sources : United Nations Population and Vital Statistics Report
KNA,SP.DYN.TFRT.IN,Data sources : United Nations Population and Vital Statistics Report
KNA,SP.POP.GROW,Data sources: United Nations World Population Prospects
KNA,SP.POP.TOTL,Data sources: United Nations World Population Prospects
KOR,SM.POP.NETM,Data sources : United Nations World Population Prospects
KOR,SM.POP.TOTL,Estimates are derived from data on foreign-born population.
KOR,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
KOR,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
KOR,SP.DYN.CBRT.IN,Data sources : Korean Statistical Information Service
KOR,SP.DYN.CDRT.IN,Data sources : Korean Statistical Information Service
KOR,SP.DYN.LE00.FE.IN,"Data sources : Korean Statistical Information Service, United Nations World Population Prospects"
KOR,SP.DYN.LE00.IN,Derived using male and female life expectancy
KOR,SP.DYN.LE00.MA.IN,"Data sources : Korean Statistical Information Service, United Nations World Population Prospects"
KOR,SP.DYN.TFRT.IN,"Data sources : Korean Statistical Information Service, United Nations World Population Prospects"
KOR,SP.POP.GROW,Data sources: Korean Statistical Information Service
KOR,SP.POP.TOTL,Data sources: Korean Statistical Information Service
KSV,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2011 are based on reports provided by the country. Short-term debt data for 2011 are sourced by the Quarterly External Debt Statistics database (www.worldbank.org/qeds).
KSV,SP.DYN.CBRT.IN,Data sources : U.S. Census Bureau
KSV,SP.DYN.CDRT.IN,Data sources : U.S. Census Bureau
KSV,SP.DYN.LE00.FE.IN,Data sources : U.S. Census Bureau
KSV,SP.DYN.LE00.IN,Derived using male and female life expectancy
KSV,SP.DYN.LE00.MA.IN,Data sources : U.S. Census Bureau
KSV,SP.DYN.TFRT.IN,Data sources : U.S. Census Bureau
KSV,SP.POP.GROW,"Data sources: Kosovo Agency of Statistics, U.S. Census Bureau"
KSV,SP.POP.TOTL,"Data sources: Kosovo Agency of Statistics, U.S. Census Bureau"
KWT,SG.GEN.PARL.ZS,"No woman candidate was elected in the 2006 elections. However, one woman, appointed to the 16-member cabinet, is counted, because cabinet ministers also sit in parliament. In 2008, two women were appointed to the 16-member cabinet sworn in June 2008."
KWT,SM.POP.NETM,Data sources : United Nations World Population Prospects
KWT,SM.POP.TOTL,Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates.
KWT,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
KWT,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
KWT,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
KWT,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
KWT,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
KWT,SP.DYN.LE00.IN,Derived using male and female life expectancy
KWT,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
KWT,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
KWT,SP.POP.GROW,Data sources: United Nations World Population Prospects
KWT,SP.POP.TOTL,Data sources: United Nations World Population Prospects
LAO,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2011 are World Bank staff estimates based on reports provided by the country. Short-term debt for 2011 is based on data from the BIS.
LAO,SM.POP.NETM,Data sources : United Nations World Population Prospects
LAO,SM.POP.TOTL,Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates.
LAO,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
LAO,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
LAO,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
LAO,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
LAO,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
LAO,SP.DYN.LE00.IN,Derived using male and female life expectancy
LAO,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
LAO,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
LAO,SP.POP.GROW,Data sources: United Nations World Population Prospects
LAO,SP.POP.TOTL,Data sources: United Nations World Population Prospects
LBN,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2011 are based on reports provided by the country. Long-term private nonguaranteed debt only cover Bonds. Short-term debt for 2011 is based on data from the BIS.
LBN,SH.XPD.EXTR.ZS,Social Security expenditures include expenditures by three public schemes (National Social Security Funds; Civil servants co-operative; Mutual funds)
LBN,SH.XPD.OOPC.TO.ZS,Social Security expenditures include expenditures by three public schemes (National Social Security Funds; Civil servants co-operative; Mutual funds)
LBN,SH.XPD.OOPC.ZS,Social Security expenditures include expenditures by three public schemes (National Social Security Funds; Civil servants co-operative; Mutual funds)
LBN,SH.XPD.PCAP,Social Security expenditures include expenditures by three public schemes (National Social Security Funds; Civil servants co-operative; Mutual funds)
